14:46:56 [ultranest] [DEBUG] ReactiveNestedSampler: dims=3+0, resume=False, log_dir=/home/orion51/Desktop/Research/spectral_fitting/FGL_spectral_fitting/Individual_sources/2CXOJ150234.5+015205/powerlaw_out_, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
14:47:10 [ultranest] [DEBUG] iteration=838, ncalls=2151, regioncalls=70040, ndraw=40, logz=-540.76, remainder_fraction=100.0000%, Lmin=-536.72, Lmax=-458.12
14:47:10 [ultranest] [DEBUG] iteration=840, ncalls=2159, regioncalls=70360, ndraw=40, logz=-540.72, remainder_fraction=100.0000%, Lmin=-536.66, Lmax=-458.12
14:47:10 [ultranest] [DEBUG] iteration=845, ncalls=2177, regioncalls=71080, ndraw=40, logz=-540.64, remainder_fraction=100.0000%, Lmin=-536.48, Lmax=-458.12
14:47:10 [ultranest] [DEBUG] iteration=850, ncalls=2196, regioncalls=71840, ndraw=40, logz=-540.54, remainder_fraction=100.0000%, Lmin=-536.15, Lmax=-458.12
14:47:10 [ultranest] [DEBUG] iteration=857, ncalls=2214, regioncalls=72560, ndraw=40, logz=-540.37, remainder_fraction=100.0000%, Lmin=-535.94, Lmax=-458.12
14:47:10 [ultranest] [DEBUG] iteration=861, ncalls=2231, regioncalls=73240, ndraw=40, logz=-540.28, remainder_fraction=100.0000%, Lmin=-535.80, Lmax=-458.12
14:47:10 [ultranest] [DEBUG] iteration=862, ncalls=2249, regioncalls=73960, ndraw=40, logz=-540.25, remainder_fraction=100.0000%, Lmin=-535.68, Lmax=-458.12
14:47:10 [ultranest] [DEBUG] iteration=866, ncalls=2266, regioncalls=74640, ndraw=40, logz=-540.14, remainder_fraction=100.0000%, Lmin=-535.52, Lmax=-458.12
14:47:11 [ultranest] [DEBUG] iteration=870, ncalls=2283, regioncalls=75320, ndraw=40, logz=-540.04, remainder_fraction=100.0000%, Lmin=-535.37, Lmax=-458.12
14:47:11 [ultranest] [DEBUG] iteration=874, ncalls=2300, regioncalls=76000, ndraw=40, logz=-539.93, remainder_fraction=100.0000%, Lmin=-535.19, Lmax=-458.12
14:47:11 [ultranest] [DEBUG] iteration=880, ncalls=2310, regioncalls=76400, ndraw=40, logz=-539.74, remainder_fraction=100.0000%, Lmin=-534.95, Lmax=-458.12
14:47:11 [ultranest] [DEBUG] iteration=885, ncalls=2329, regioncalls=77160, ndraw=40, logz=-539.59, remainder_fraction=100.0000%, Lmin=-534.78, Lmax=-458.12
14:47:11 [ultranest] [DEBUG] iteration=896, ncalls=2351, regioncalls=78040, ndraw=40, logz=-539.23, remainder_fraction=100.0000%, Lmin=-534.21, Lmax=-458.12
14:47:11 [ultranest] [DEBUG] iteration=904, ncalls=2370, regioncalls=78800, ndraw=40, logz=-538.96, remainder_fraction=100.0000%, Lmin=-534.04, Lmax=-458.12
14:47:11 [ultranest] [DEBUG] iteration=909, ncalls=2389, regioncalls=79560, ndraw=40, logz=-538.79, remainder_fraction=100.0000%, Lmin=-533.75, Lmax=-454.41
14:47:11 [ultranest] [DEBUG] iteration=918, ncalls=2406, regioncalls=80240, ndraw=40, logz=-538.42, remainder_fraction=100.0000%, Lmin=-533.22, Lmax=-454.41
14:47:11 [ultranest] [DEBUG] iteration=920, ncalls=2409, regioncalls=80360, ndraw=40, logz=-538.34, remainder_fraction=100.0000%, Lmin=-533.18, Lmax=-454.41
14:47:12 [ultranest] [DEBUG] iteration=923, ncalls=2426, regioncalls=81040, ndraw=40, logz=-538.22, remainder_fraction=100.0000%, Lmin=-533.02, Lmax=-454.41
14:47:12 [ultranest] [DEBUG] iteration=929, ncalls=2460, regioncalls=82400, ndraw=40, logz=-537.96, remainder_fraction=100.0000%, Lmin=-532.72, Lmax=-454.41
14:47:12 [ultranest] [DEBUG] iteration=935, ncalls=2478, regioncalls=83120, ndraw=40, logz=-537.69, remainder_fraction=100.0000%, Lmin=-532.20, Lmax=-454.41
14:47:12 [ultranest] [DEBUG] iteration=939, ncalls=2497, regioncalls=83880, ndraw=40, logz=-537.48, remainder_fraction=100.0000%, Lmin=-531.98, Lmax=-454.41
14:47:12 [ultranest] [DEBUG] iteration=942, ncalls=2504, regioncalls=84160, ndraw=40, logz=-537.33, remainder_fraction=100.0000%, Lmin=-531.94, Lmax=-454.41
14:47:12 [ultranest] [DEBUG] iteration=949, ncalls=2520, regioncalls=84800, ndraw=40, logz=-537.02, remainder_fraction=100.0000%, Lmin=-531.54, Lmax=-454.41
14:47:12 [ultranest] [DEBUG] iteration=952, ncalls=2537, regioncalls=85480, ndraw=40, logz=-536.88, remainder_fraction=100.0000%, Lmin=-531.42, Lmax=-454.41
14:47:12 [ultranest] [DEBUG] iteration=956, ncalls=2555, regioncalls=86200, ndraw=40, logz=-536.69, remainder_fraction=100.0000%, Lmin=-531.15, Lmax=-454.41
14:47:12 [ultranest] [DEBUG] iteration=960, ncalls=2569, regioncalls=86760, ndraw=40, logz=-536.48, remainder_fraction=100.0000%, Lmin=-530.91, Lmax=-454.41
14:47:13 [ultranest] [DEBUG] iteration=965, ncalls=2591, regioncalls=87640, ndraw=40, logz=-536.23, remainder_fraction=100.0000%, Lmin=-530.80, Lmax=-454.41
14:47:13 [ultranest] [DEBUG] iteration=969, ncalls=2610, regioncalls=88400, ndraw=40, logz=-536.06, remainder_fraction=100.0000%, Lmin=-530.73, Lmax=-454.41
14:47:13 [ultranest] [DEBUG] iteration=973, ncalls=2630, regioncalls=89200, ndraw=40, logz=-535.90, remainder_fraction=100.0000%, Lmin=-530.61, Lmax=-454.41
14:47:13 [ultranest] [DEBUG] iteration=977, ncalls=2647, regioncalls=89880, ndraw=40, logz=-535.74, remainder_fraction=100.0000%, Lmin=-530.35, Lmax=-454.41
14:47:13 [ultranest] [DEBUG] iteration=984, ncalls=2665, regioncalls=90600, ndraw=40, logz=-535.45, remainder_fraction=100.0000%, Lmin=-529.88, Lmax=-454.41
14:47:13 [ultranest] [DEBUG] iteration=992, ncalls=2681, regioncalls=91240, ndraw=40, logz=-535.03, remainder_fraction=100.0000%, Lmin=-529.42, Lmax=-454.41
14:47:13 [ultranest] [DEBUG] iteration=998, ncalls=2698, regioncalls=91920, ndraw=40, logz=-534.73, remainder_fraction=100.0000%, Lmin=-529.17, Lmax=-454.41
14:47:13 [ultranest] [DEBUG] iteration=1000, ncalls=2705, regioncalls=92200, ndraw=40, logz=-534.64, remainder_fraction=100.0000%, Lmin=-529.10, Lmax=-454.41
14:47:13 [ultranest] [DEBUG] iteration=1004, ncalls=2722, regioncalls=92880, ndraw=40, logz=-534.45, remainder_fraction=100.0000%, Lmin=-528.87, Lmax=-454.41
14:47:13 [ultranest] [DEBUG] iteration=1008, ncalls=2742, regioncalls=93680, ndraw=40, logz=-534.27, remainder_fraction=100.0000%, Lmin=-528.80, Lmax=-454.41
14:47:14 [ultranest] [DEBUG] iteration=1012, ncalls=2771, regioncalls=94840, ndraw=40, logz=-534.11, remainder_fraction=100.0000%, Lmin=-528.72, Lmax=-454.41
14:47:14 [ultranest] [DEBUG] iteration=1017, ncalls=2800, regioncalls=96000, ndraw=40, logz=-533.93, remainder_fraction=100.0000%, Lmin=-528.51, Lmax=-454.41
14:47:14 [ultranest] [DEBUG] iteration=1018, ncalls=2801, regioncalls=96040, ndraw=40, logz=-533.89, remainder_fraction=100.0000%, Lmin=-528.45, Lmax=-454.41
14:47:14 [ultranest] [DEBUG] iteration=1022, ncalls=2819, regioncalls=96760, ndraw=40, logz=-533.73, remainder_fraction=100.0000%, Lmin=-528.30, Lmax=-454.41
14:47:14 [ultranest] [DEBUG] iteration=1029, ncalls=2837, regioncalls=97480, ndraw=40, logz=-533.47, remainder_fraction=100.0000%, Lmin=-527.93, Lmax=-454.41
14:47:14 [ultranest] [DEBUG] iteration=1032, ncalls=2855, regioncalls=98200, ndraw=40, logz=-533.33, remainder_fraction=100.0000%, Lmin=-527.47, Lmax=-454.41
14:47:14 [ultranest] [DEBUG] iteration=1039, ncalls=2871, regioncalls=98840, ndraw=40, logz=-532.88, remainder_fraction=100.0000%, Lmin=-526.65, Lmax=-454.41
14:47:14 [ultranest] [DEBUG] iteration=1040, ncalls=2873, regioncalls=98920, ndraw=40, logz=-532.80, remainder_fraction=100.0000%, Lmin=-526.65, Lmax=-454.41
14:47:14 [ultranest] [DEBUG] iteration=1046, ncalls=2892, regioncalls=99680, ndraw=40, logz=-532.38, remainder_fraction=100.0000%, Lmin=-526.26, Lmax=-454.41
14:47:15 [ultranest] [DEBUG] iteration=1051, ncalls=2910, regioncalls=100400, ndraw=40, logz=-532.02, remainder_fraction=100.0000%, Lmin=-525.79, Lmax=-454.41
14:47:15 [ultranest] [DEBUG] iteration=1056, ncalls=2927, regioncalls=101080, ndraw=40, logz=-531.67, remainder_fraction=100.0000%, Lmin=-525.69, Lmax=-454.41
14:47:15 [ultranest] [DEBUG] iteration=1061, ncalls=2944, regioncalls=101760, ndraw=40, logz=-531.35, remainder_fraction=100.0000%, Lmin=-525.11, Lmax=-454.41
14:47:15 [ultranest] [DEBUG] iteration=1066, ncalls=2963, regioncalls=102520, ndraw=40, logz=-530.98, remainder_fraction=100.0000%, Lmin=-524.60, Lmax=-454.41
14:47:15 [ultranest] [DEBUG] iteration=1071, ncalls=2980, regioncalls=103200, ndraw=40, logz=-530.52, remainder_fraction=100.0000%, Lmin=-524.06, Lmax=-454.41
14:47:15 [ultranest] [DEBUG] iteration=1074, ncalls=3002, regioncalls=104080, ndraw=40, logz=-530.27, remainder_fraction=100.0000%, Lmin=-523.98, Lmax=-454.41
14:47:15 [ultranest] [DEBUG] iteration=1079, ncalls=3019, regioncalls=104760, ndraw=40, logz=-529.91, remainder_fraction=100.0000%, Lmin=-523.68, Lmax=-454.41
14:47:15 [ultranest] [DEBUG] iteration=1080, ncalls=3020, regioncalls=104800, ndraw=40, logz=-529.84, remainder_fraction=100.0000%, Lmin=-523.60, Lmax=-454.41
14:47:15 [ultranest] [DEBUG] iteration=1086, ncalls=3036, regioncalls=105440, ndraw=40, logz=-529.46, remainder_fraction=100.0000%, Lmin=-523.35, Lmax=-454.41
14:47:15 [ultranest] [DEBUG] iteration=1090, ncalls=3054, regioncalls=106160, ndraw=40, logz=-529.19, remainder_fraction=100.0000%, Lmin=-522.99, Lmax=-454.41
14:47:16 [ultranest] [DEBUG] iteration=1095, ncalls=3070, regioncalls=106800, ndraw=40, logz=-528.87, remainder_fraction=100.0000%, Lmin=-522.77, Lmax=-454.41
14:47:16 [ultranest] [DEBUG] iteration=1100, ncalls=3095, regioncalls=107800, ndraw=40, logz=-528.57, remainder_fraction=100.0000%, Lmin=-522.52, Lmax=-454.41
14:47:16 [ultranest] [DEBUG] iteration=1109, ncalls=3112, regioncalls=108480, ndraw=40, logz=-527.98, remainder_fraction=100.0000%, Lmin=-521.71, Lmax=-452.98
14:47:16 [ultranest] [DEBUG] iteration=1114, ncalls=3128, regioncalls=109120, ndraw=40, logz=-527.67, remainder_fraction=100.0000%, Lmin=-521.47, Lmax=-452.98
14:47:16 [ultranest] [DEBUG] iteration=1117, ncalls=3146, regioncalls=109840, ndraw=40, logz=-527.46, remainder_fraction=100.0000%, Lmin=-521.09, Lmax=-452.98
14:47:16 [ultranest] [DEBUG] iteration=1120, ncalls=3163, regioncalls=110520, ndraw=40, logz=-527.23, remainder_fraction=100.0000%, Lmin=-520.70, Lmax=-452.98
14:47:16 [ultranest] [DEBUG] iteration=1126, ncalls=3182, regioncalls=111280, ndraw=40, logz=-526.80, remainder_fraction=100.0000%, Lmin=-520.29, Lmax=-452.98
14:47:16 [ultranest] [DEBUG] iteration=1130, ncalls=3199, regioncalls=111960, ndraw=40, logz=-526.48, remainder_fraction=100.0000%, Lmin=-519.77, Lmax=-452.98
14:47:16 [ultranest] [DEBUG] iteration=1136, ncalls=3215, regioncalls=112600, ndraw=40, logz=-525.97, remainder_fraction=100.0000%, Lmin=-519.25, Lmax=-452.98
14:47:17 [ultranest] [DEBUG] iteration=1140, ncalls=3243, regioncalls=113720, ndraw=40, logz=-525.62, remainder_fraction=100.0000%, Lmin=-519.16, Lmax=-452.98
14:47:17 [ultranest] [DEBUG] iteration=1145, ncalls=3260, regioncalls=114400, ndraw=40, logz=-525.25, remainder_fraction=100.0000%, Lmin=-518.76, Lmax=-452.98
14:47:17 [ultranest] [DEBUG] iteration=1152, ncalls=3277, regioncalls=115080, ndraw=40, logz=-524.75, remainder_fraction=100.0000%, Lmin=-518.20, Lmax=-452.98
14:47:17 [ultranest] [DEBUG] iteration=1156, ncalls=3296, regioncalls=115840, ndraw=40, logz=-524.45, remainder_fraction=100.0000%, Lmin=-517.76, Lmax=-452.98
14:47:17 [ultranest] [DEBUG] iteration=1159, ncalls=3317, regioncalls=116680, ndraw=40, logz=-524.20, remainder_fraction=100.0000%, Lmin=-517.48, Lmax=-452.98
14:47:17 [ultranest] [DEBUG] iteration=1160, ncalls=3319, regioncalls=116760, ndraw=40, logz=-524.11, remainder_fraction=100.0000%, Lmin=-517.33, Lmax=-452.98
14:47:17 [ultranest] [DEBUG] iteration=1166, ncalls=3336, regioncalls=117440, ndraw=40, logz=-523.57, remainder_fraction=100.0000%, Lmin=-516.99, Lmax=-452.98
14:47:17 [ultranest] [DEBUG] iteration=1169, ncalls=3353, regioncalls=118120, ndraw=40, logz=-523.33, remainder_fraction=100.0000%, Lmin=-516.79, Lmax=-452.98
14:47:17 [ultranest] [DEBUG] iteration=1174, ncalls=3370, regioncalls=118800, ndraw=40, logz=-522.95, remainder_fraction=100.0000%, Lmin=-516.29, Lmax=-452.98
14:47:18 [ultranest] [DEBUG] iteration=1178, ncalls=3407, regioncalls=120280, ndraw=40, logz=-522.62, remainder_fraction=100.0000%, Lmin=-516.00, Lmax=-452.98
14:47:18 [ultranest] [DEBUG] iteration=1185, ncalls=3436, regioncalls=121440, ndraw=40, logz=-522.12, remainder_fraction=100.0000%, Lmin=-515.72, Lmax=-452.98
14:47:18 [ultranest] [DEBUG] iteration=1191, ncalls=3457, regioncalls=122280, ndraw=40, logz=-521.76, remainder_fraction=100.0000%, Lmin=-515.28, Lmax=-452.98
14:47:18 [ultranest] [DEBUG] iteration=1197, ncalls=3476, regioncalls=123040, ndraw=40, logz=-521.37, remainder_fraction=100.0000%, Lmin=-514.87, Lmax=-452.98
14:47:18 [ultranest] [DEBUG] iteration=1200, ncalls=3493, regioncalls=123720, ndraw=40, logz=-521.18, remainder_fraction=100.0000%, Lmin=-514.80, Lmax=-452.98
14:47:18 [ultranest] [DEBUG] iteration=1206, ncalls=3510, regioncalls=124400, ndraw=40, logz=-520.83, remainder_fraction=100.0000%, Lmin=-514.31, Lmax=-452.98
14:47:18 [ultranest] [DEBUG] iteration=1211, ncalls=3528, regioncalls=125120, ndraw=40, logz=-520.50, remainder_fraction=100.0000%, Lmin=-513.82, Lmax=-452.98
14:47:19 [ultranest] [DEBUG] iteration=1217, ncalls=3550, regioncalls=126000, ndraw=40, logz=-520.05, remainder_fraction=100.0000%, Lmin=-513.39, Lmax=-452.98
14:47:19 [ultranest] [DEBUG] iteration=1220, ncalls=3569, regioncalls=126760, ndraw=40, logz=-519.85, remainder_fraction=100.0000%, Lmin=-513.30, Lmax=-452.98
14:47:19 [ultranest] [DEBUG] iteration=1224, ncalls=3586, regioncalls=127440, ndraw=40, logz=-519.58, remainder_fraction=100.0000%, Lmin=-512.90, Lmax=-452.98
14:47:19 [ultranest] [DEBUG] iteration=1226, ncalls=3609, regioncalls=128400, ndraw=40, logz=-519.44, remainder_fraction=100.0000%, Lmin=-512.88, Lmax=-452.98
14:47:19 [ultranest] [DEBUG] iteration=1232, ncalls=3626, regioncalls=129080, ndraw=40, logz=-519.05, remainder_fraction=100.0000%, Lmin=-512.36, Lmax=-452.98
14:47:19 [ultranest] [DEBUG] iteration=1238, ncalls=3644, regioncalls=129800, ndraw=40, logz=-518.64, remainder_fraction=100.0000%, Lmin=-511.78, Lmax=-452.98
14:47:19 [ultranest] [DEBUG] iteration=1240, ncalls=3646, regioncalls=129880, ndraw=40, logz=-518.49, remainder_fraction=100.0000%, Lmin=-511.76, Lmax=-452.98
14:47:19 [ultranest] [DEBUG] iteration=1246, ncalls=3667, regioncalls=130720, ndraw=40, logz=-518.05, remainder_fraction=100.0000%, Lmin=-511.37, Lmax=-452.98
14:47:20 [ultranest] [DEBUG] iteration=1250, ncalls=3710, regioncalls=132440, ndraw=40, logz=-517.79, remainder_fraction=100.0000%, Lmin=-511.08, Lmax=-452.98
14:47:20 [ultranest] [DEBUG] iteration=1254, ncalls=3727, regioncalls=133120, ndraw=40, logz=-517.49, remainder_fraction=100.0000%, Lmin=-510.68, Lmax=-452.98
14:47:20 [ultranest] [DEBUG] iteration=1258, ncalls=3749, regioncalls=134000, ndraw=40, logz=-517.19, remainder_fraction=100.0000%, Lmin=-510.21, Lmax=-452.98
14:47:20 [ultranest] [DEBUG] iteration=1260, ncalls=3766, regioncalls=134680, ndraw=40, logz=-517.02, remainder_fraction=100.0000%, Lmin=-510.14, Lmax=-452.98
14:47:20 [ultranest] [DEBUG] iteration=1264, ncalls=3787, regioncalls=135520, ndraw=40, logz=-516.73, remainder_fraction=100.0000%, Lmin=-510.07, Lmax=-452.98
14:47:20 [ultranest] [DEBUG] iteration=1269, ncalls=3810, regioncalls=136440, ndraw=40, logz=-516.39, remainder_fraction=100.0000%, Lmin=-509.53, Lmax=-452.98
14:47:20 [ultranest] [DEBUG] iteration=1273, ncalls=3829, regioncalls=137200, ndraw=40, logz=-516.06, remainder_fraction=100.0000%, Lmin=-508.93, Lmax=-452.98
14:47:20 [ultranest] [DEBUG] iteration=1276, ncalls=3859, regioncalls=138400, ndraw=40, logz=-515.79, remainder_fraction=100.0000%, Lmin=-508.73, Lmax=-452.98
14:47:20 [ultranest] [DEBUG] iteration=1280, ncalls=3871, regioncalls=138880, ndraw=40, logz=-515.41, remainder_fraction=100.0000%, Lmin=-508.16, Lmax=-452.98
14:47:21 [ultranest] [DEBUG] iteration=1284, ncalls=3892, regioncalls=139720, ndraw=40, logz=-515.04, remainder_fraction=100.0000%, Lmin=-507.99, Lmax=-452.98
14:47:21 [ultranest] [DEBUG] iteration=1290, ncalls=3916, regioncalls=140680, ndraw=40, logz=-514.53, remainder_fraction=100.0000%, Lmin=-507.42, Lmax=-452.98
14:47:21 [ultranest] [DEBUG] iteration=1295, ncalls=3935, regioncalls=141440, ndraw=40, logz=-514.10, remainder_fraction=100.0000%, Lmin=-507.02, Lmax=-452.98
14:47:21 [ultranest] [DEBUG] iteration=1300, ncalls=3955, regioncalls=142240, ndraw=40, logz=-513.67, remainder_fraction=100.0000%, Lmin=-506.54, Lmax=-452.98
14:47:21 [ultranest] [DEBUG] iteration=1304, ncalls=3979, regioncalls=143200, ndraw=40, logz=-513.32, remainder_fraction=100.0000%, Lmin=-506.26, Lmax=-452.98
14:47:21 [ultranest] [DEBUG] iteration=1308, ncalls=4002, regioncalls=144120, ndraw=40, logz=-513.01, remainder_fraction=100.0000%, Lmin=-506.05, Lmax=-452.98
14:47:21 [ultranest] [DEBUG] iteration=1311, ncalls=4028, regioncalls=145160, ndraw=40, logz=-512.81, remainder_fraction=100.0000%, Lmin=-505.99, Lmax=-452.98
14:47:22 [ultranest] [DEBUG] iteration=1315, ncalls=4049, regioncalls=146000, ndraw=40, logz=-512.55, remainder_fraction=100.0000%, Lmin=-505.60, Lmax=-452.98
14:47:22 [ultranest] [DEBUG] iteration=1318, ncalls=4073, regioncalls=146960, ndraw=40, logz=-512.33, remainder_fraction=100.0000%, Lmin=-505.41, Lmax=-452.98
14:47:22 [ultranest] [DEBUG] iteration=1320, ncalls=4077, regioncalls=147120, ndraw=40, logz=-512.19, remainder_fraction=100.0000%, Lmin=-505.33, Lmax=-452.98
14:47:22 [ultranest] [DEBUG] clustering found some stray points [need_accept=False] (array([1, 2]), array([336,   1]))
14:47:22 [ultranest] [DEBUG] iteration=1323, ncalls=4093, regioncalls=147760, ndraw=40, logz=-511.99, remainder_fraction=100.0000%, Lmin=-505.14, Lmax=-452.98
14:47:22 [ultranest] [DEBUG] iteration=1327, ncalls=4110, regioncalls=148440, ndraw=40, logz=-511.73, remainder_fraction=100.0000%, Lmin=-504.81, Lmax=-452.98
14:47:22 [ultranest] [DEBUG] iteration=1329, ncalls=4131, regioncalls=149280, ndraw=40, logz=-511.60, remainder_fraction=100.0000%, Lmin=-504.69, Lmax=-452.98
14:47:22 [ultranest] [DEBUG] iteration=1334, ncalls=4149, regioncalls=150000, ndraw=40, logz=-511.30, remainder_fraction=100.0000%, Lmin=-504.60, Lmax=-452.98
14:47:22 [ultranest] [DEBUG] iteration=1338, ncalls=4167, regioncalls=150720, ndraw=40, logz=-511.03, remainder_fraction=100.0000%, Lmin=-504.05, Lmax=-452.98
14:47:22 [ultranest] [DEBUG] iteration=1342, ncalls=4187, regioncalls=151520, ndraw=40, logz=-510.77, remainder_fraction=100.0000%, Lmin=-503.96, Lmax=-452.98
14:47:23 [ultranest] [DEBUG] iteration=1347, ncalls=4211, regioncalls=152480, ndraw=40, logz=-510.42, remainder_fraction=100.0000%, Lmin=-503.30, Lmax=-452.98
14:47:23 [ultranest] [DEBUG] iteration=1351, ncalls=4240, regioncalls=153640, ndraw=40, logz=-510.07, remainder_fraction=100.0000%, Lmin=-502.70, Lmax=-452.98
14:47:23 [ultranest] [DEBUG] iteration=1357, ncalls=4264, regioncalls=154600, ndraw=40, logz=-509.52, remainder_fraction=100.0000%, Lmin=-502.33, Lmax=-452.98
14:47:23 [ultranest] [DEBUG] iteration=1359, ncalls=4281, regioncalls=155280, ndraw=40, logz=-509.37, remainder_fraction=100.0000%, Lmin=-502.22, Lmax=-452.98
14:47:23 [ultranest] [DEBUG] iteration=1360, ncalls=4284, regioncalls=155400, ndraw=40, logz=-509.29, remainder_fraction=100.0000%, Lmin=-502.16, Lmax=-452.98
14:47:23 [ultranest] [DEBUG] iteration=1364, ncalls=4315, regioncalls=156640, ndraw=40, logz=-508.98, remainder_fraction=100.0000%, Lmin=-501.94, Lmax=-452.98
14:47:23 [ultranest] [DEBUG] iteration=1367, ncalls=4339, regioncalls=157600, ndraw=40, logz=-508.77, remainder_fraction=100.0000%, Lmin=-501.73, Lmax=-452.54
14:47:24 [ultranest] [DEBUG] iteration=1374, ncalls=4357, regioncalls=158320, ndraw=40, logz=-508.27, remainder_fraction=100.0000%, Lmin=-501.03, Lmax=-452.54
14:47:24 [ultranest] [DEBUG] iteration=1378, ncalls=4374, regioncalls=159000, ndraw=40, logz=-507.95, remainder_fraction=100.0000%, Lmin=-500.73, Lmax=-452.54
14:47:24 [ultranest] [DEBUG] iteration=1384, ncalls=4391, regioncalls=159680, ndraw=40, logz=-507.55, remainder_fraction=100.0000%, Lmin=-500.36, Lmax=-452.18
14:47:24 [ultranest] [DEBUG] iteration=1389, ncalls=4410, regioncalls=160440, ndraw=40, logz=-507.18, remainder_fraction=100.0000%, Lmin=-499.99, Lmax=-452.18
14:47:24 [ultranest] [DEBUG] iteration=1392, ncalls=4448, regioncalls=161960, ndraw=40, logz=-506.97, remainder_fraction=100.0000%, Lmin=-499.91, Lmax=-452.18
14:47:24 [ultranest] [DEBUG] iteration=1396, ncalls=4465, regioncalls=162640, ndraw=40, logz=-506.70, remainder_fraction=100.0000%, Lmin=-499.58, Lmax=-452.18
14:47:24 [ultranest] [DEBUG] iteration=1398, ncalls=4472, regioncalls=162920, ndraw=40, logz=-506.57, remainder_fraction=100.0000%, Lmin=-499.51, Lmax=-452.18
14:47:24 [ultranest] [DEBUG] iteration=1400, ncalls=4488, regioncalls=163560, ndraw=40, logz=-506.45, remainder_fraction=100.0000%, Lmin=-499.45, Lmax=-452.18
14:47:24 [ultranest] [DEBUG] iteration=1403, ncalls=4511, regioncalls=164600, ndraw=40, logz=-506.25, remainder_fraction=100.0000%, Lmin=-498.97, Lmax=-452.18
14:47:25 [ultranest] [DEBUG] iteration=1406, ncalls=4535, regioncalls=165560, ndraw=40, logz=-506.03, remainder_fraction=100.0000%, Lmin=-498.71, Lmax=-452.18
14:47:25 [ultranest] [DEBUG] iteration=1409, ncalls=4560, regioncalls=166560, ndraw=40, logz=-505.77, remainder_fraction=100.0000%, Lmin=-498.38, Lmax=-452.18
14:47:25 [ultranest] [DEBUG] iteration=1411, ncalls=4577, regioncalls=167240, ndraw=40, logz=-505.61, remainder_fraction=100.0000%, Lmin=-498.31, Lmax=-452.18
14:47:25 [ultranest] [DEBUG] iteration=1416, ncalls=4603, regioncalls=168280, ndraw=40, logz=-505.24, remainder_fraction=100.0000%, Lmin=-498.14, Lmax=-452.18
14:47:25 [ultranest] [DEBUG] iteration=1419, ncalls=4621, regioncalls=169000, ndraw=40, logz=-505.04, remainder_fraction=100.0000%, Lmin=-497.84, Lmax=-452.18
14:47:25 [ultranest] [DEBUG] iteration=1423, ncalls=4638, regioncalls=169680, ndraw=40, logz=-504.74, remainder_fraction=100.0000%, Lmin=-497.50, Lmax=-452.18
14:47:25 [ultranest] [DEBUG] iteration=1430, ncalls=4667, regioncalls=170840, ndraw=40, logz=-504.27, remainder_fraction=100.0000%, Lmin=-496.98, Lmax=-452.18
14:47:26 [ultranest] [DEBUG] iteration=1436, ncalls=4687, regioncalls=171640, ndraw=40, logz=-503.85, remainder_fraction=100.0000%, Lmin=-496.35, Lmax=-452.18
14:47:26 [ultranest] [DEBUG] iteration=1440, ncalls=4698, regioncalls=172080, ndraw=40, logz=-503.53, remainder_fraction=100.0000%, Lmin=-496.23, Lmax=-452.18
14:47:26 [ultranest] [DEBUG] iteration=1445, ncalls=4714, regioncalls=172720, ndraw=40, logz=-503.18, remainder_fraction=100.0000%, Lmin=-495.89, Lmax=-452.18
14:47:26 [ultranest] [DEBUG] iteration=1450, ncalls=4737, regioncalls=173640, ndraw=40, logz=-502.80, remainder_fraction=100.0000%, Lmin=-495.43, Lmax=-452.18
14:47:26 [ultranest] [DEBUG] iteration=1453, ncalls=4757, regioncalls=174440, ndraw=40, logz=-502.59, remainder_fraction=100.0000%, Lmin=-495.05, Lmax=-452.18
14:47:26 [ultranest] [DEBUG] iteration=1459, ncalls=4773, regioncalls=175080, ndraw=40, logz=-502.06, remainder_fraction=100.0000%, Lmin=-494.54, Lmax=-452.18
14:47:26 [ultranest] [DEBUG] iteration=1462, ncalls=4797, regioncalls=176040, ndraw=40, logz=-501.81, remainder_fraction=100.0000%, Lmin=-494.30, Lmax=-452.18
14:47:26 [ultranest] [DEBUG] iteration=1467, ncalls=4814, regioncalls=176720, ndraw=40, logz=-501.41, remainder_fraction=100.0000%, Lmin=-493.97, Lmax=-452.18
14:47:26 [ultranest] [DEBUG] iteration=1470, ncalls=4834, regioncalls=177520, ndraw=40, logz=-501.19, remainder_fraction=100.0000%, Lmin=-493.82, Lmax=-452.18
14:47:27 [ultranest] [DEBUG] iteration=1474, ncalls=4853, regioncalls=178280, ndraw=40, logz=-500.93, remainder_fraction=100.0000%, Lmin=-493.74, Lmax=-452.18
14:47:27 [ultranest] [DEBUG] iteration=1477, ncalls=4869, regioncalls=178920, ndraw=40, logz=-500.76, remainder_fraction=100.0000%, Lmin=-493.66, Lmax=-452.18
14:47:27 [ultranest] [DEBUG] iteration=1480, ncalls=4883, regioncalls=179480, ndraw=40, logz=-500.61, remainder_fraction=100.0000%, Lmin=-493.51, Lmax=-452.18
14:47:27 [ultranest] [DEBUG] iteration=1481, ncalls=4901, regioncalls=180200, ndraw=40, logz=-500.56, remainder_fraction=100.0000%, Lmin=-493.44, Lmax=-452.18
14:47:27 [ultranest] [DEBUG] iteration=1485, ncalls=4922, regioncalls=181040, ndraw=40, logz=-500.35, remainder_fraction=100.0000%, Lmin=-493.20, Lmax=-452.18
